seed,family,noise,method,budget,rmse,mae,decision_agreement,missed_exceedance,mean_std,q95_std,label_change,critical_q95_std,confidence_q05,ambiguous_90,gate_fired,gate_budget,gate_success,exceedance_fraction,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
0,local_defect,0.008,two_sided_straddle,100,0.007581859332968326,0.006049502529740113,0.9936,1.0,0.01485202339287225,0.02154943199981694,0.0016,0.021677464217773813,0.8384414654925432,0.232,False,,,0.0016,0,1,3,621,0.0016,0.0,0.0,0.004807692307692308,0.49759615384615385
0,local_defect,0.008,randomized_straddle,100,0.007614752259398225,0.005747594828601403,0.9984,1.0,0.016122088291636874,0.02429201309120194,0.0,0.024531278726548197,0.8344396625967601,0.2656,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.008,posterior_risk,100,0.0073722748842477434,0.005423999173983725,0.9984,1.0,0.014909263274971357,0.02131670463089861,0.0,0.02165130635445902,0.8743504936087202,0.12,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.008,evidence_no_geometry,100,0.007135943556624192,0.005612817609853849,0.9984,1.0,0.014084577126412721,0.019582856040020455,0.0,0.019876739018005567,0.8604615139933639,0.1184,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,local_defect,0.008,risk_geometry,100,0.006984111039048404,0.00535816242326579,0.9984,1.0,0.014809922633441663,0.021488017861290534,0.0,0.021789934136491572,0.8605914242279697,0.1712,False,,,0.0016,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,mixed,0.003,space_filling,100,0.004671499194900675,0.0032277720236314417,0.9824,0.4,0.012153785171622375,0.01866275627093908,0.0,0.019326528786503584,0.7111618294662194,0.2224,False,,,0.032,12,8,3,602,0.032,0.6,0.8,0.0049586776859504135,0.7975206611570248
0,mixed,0.003,geometry_only,100,0.0052150579014460284,0.0038182140736140353,0.9856,0.2,0.013462267069009127,0.023694746898169625,0.0016,0.024438892104742076,0.700411548093927,0.3168,False,,,0.032,16,4,5,600,0.032,0.8,0.7619047619047619,0.008264462809917356,0.8958677685950414
0,mixed,0.003,uncertainty_only,100,0.004270277644362347,0.0029166585652475206,0.9872,0.25,0.012200202295916208,0.018738674338793563,0.0,0.019325481020139212,0.7080841963620818,0.2304,False,,,0.032,15,5,3,602,0.032,0.75,0.8333333333333334,0.0049586776859504135,0.8725206611570249
0,mixed,0.003,evidence_gated,100,0.0062793992972678125,0.004606984532656629,0.9872,0.2,0.013836098108006477,0.02280021565362833,0.0016,0.0232603250434416,0.7778292194203001,0.3152,False,,,0.032,16,4,4,601,0.032,0.8,0.8,0.006611570247933884,0.8966942148760331
0,mixed,0.003,two_sided_straddle,100,0.00585337541895872,0.004228379242889416,0.9872,0.15,0.014223195395095548,0.023889114515410405,0.0016,0.02426478475382555,0.7178238671213981,0.352,False,,,0.032,17,3,5,600,0.032,0.85,0.7727272727272727,0.008264462809917356,0.9208677685950413
0,mixed,0.003,randomized_straddle,100,0.008240098871674853,0.005812070089711282,0.992,0.15,0.016340777647091517,0.028136045671272723,0.0016,0.028495807523920346,0.7445871094179779,0.4912,False,,,0.032,17,3,2,603,0.032,0.85,0.8947368421052632,0.003305785123966942,0.9233471074380165
0,mixed,0.003,posterior_risk,100,0.007753956291266892,0.004490134827344787,0.9824,0.4,0.015554573720143969,0.025948376666197957,0.0,0.026148714854675143,0.7777846564357503,0.456,False,,,0.032,12,8,3,602,0.032,0.6,0.8,0.0049586776859504135,0.7975206611570248
0,mixed,0.003,evidence_no_geometry,100,0.005465490517765416,0.0041294410563975145,0.9872,0.15,0.013553584137259836,0.02102818062598826,0.0,0.021445312618702486,0.7679097691143133,0.2864,False,,,0.032,17,3,5,600,0.032,0.85,0.7727272727272727,0.008264462809917356,0.9208677685950413
0,mixed,0.003,risk_geometry,100,0.006376664677046721,0.004665422404741997,0.9888,0.15,0.015566184028407716,0.026626140262320727,0.0,0.026885945315857616,0.7653535149167521,0.432,False,,,0.032,17,3,4,601,0.032,0.85,0.8095238095238095,0.006611570247933884,0.921694214876033
0,mixed,0.008,space_filling,100,0.008385068553346678,0.006517591378236491,0.968,0.2,0.013908628451164015,0.019487944199375516,0.0,0.01992090863721926,0.6443828307898541,0.3376,False,,,0.032,16,4,16,589,0.032,0.8,0.5,0.026446280991735537,0.8867768595041323
0,mixed,0.008,geometry_only,100,0.008195064856647753,0.006747291241724134,0.9664,0.35,0.01513593573349033,0.024474550321238128,0.0064,0.02483567954763718,0.6394499293738949,0.4,False,,,0.032,13,7,14,591,0.032,0.65,0.48148148148148145,0.023140495867768594,0.8134297520661158
